issuer,metric,period_end,value,form,fy,fp,frame
American Express,stockholders_equity,2011-12-31,18794000000,10-Q,2012.0,Q1,
American Express,stockholders_equity,2012-03-31,19907000000,10-Q,2012.0,Q1,CY2012Q1I
American Express,stockholders_equity,2012-06-30,19267000000,10-Q,2012.0,Q2,CY2012Q2I
American Express,stockholders_equity,2012-09-30,19478000000,10-Q,2012.0,Q3,CY2012Q3I
American Express,stockholders_equity,2012-12-31,18886000000,10-K,2012.0,FY,
American Express,stockholders_equity,2012-12-31,18886000000,10-Q,2013.0,Q1,
American Express,stockholders_equity,2013-03-31,19290000000,10-Q,2013.0,Q1,CY2013Q1I
American Express,stockholders_equity,2013-06-30,19034000000,10-Q,2013.0,Q2,CY2013Q2I
American Express,stockholders_equity,2013-09-30,19216000000,10-Q,2013.0,Q3,CY2013Q3I
American Express,stockholders_equity,2013-12-31,19496000000,10-K,2013.0,FY,
American Express,stockholders_equity,2013-12-31,19496000000,10-Q,2014.0,Q1,
American Express,stockholders_equity,2014-03-31,19977000000,10-Q,2014.0,Q1,CY2014Q1I
American Express,stockholders_equity,2014-06-30,20213000000,10-Q,2014.0,Q2,CY2014Q2I
American Express,stockholders_equity,2014-09-30,20216000000,10-Q,2014.0,Q3,CY2014Q3I
American Express,stockholders_equity,2014-12-31,20673000000,10-K,2014.0,FY,
American Express,stockholders_equity,2014-12-31,20673000000,10-Q,2015.0,Q1,
American Express,stockholders_equity,2015-03-31,21830000000,10-Q,2015.0,Q1,
American Express,stockholders_equity,2015-06-30,21885000000,10-Q,2015.0,Q2,
American Express,stockholders_equity,2015-09-30,21335000000,10-Q,2015.0,Q3,
American Express,stockholders_equity,2015-12-31,20673000000,10-K,2015.0,FY,
American Express,stockholders_equity,2015-12-31,20673000000,10-Q,2016.0,Q1,
American Express,stockholders_equity,2016-03-31,20727000000,10-Q,2016.0,Q1,
American Express,stockholders_equity,2016-06-30,20712000000,10-Q,2016.0,Q2,
American Express,stockholders_equity,2016-09-30,21000000000,10-Q,2016.0,Q3,
American Express,stockholders_equity,2016-12-31,20501000000,10-K,2016.0,FY,
American Express,stockholders_equity,2016-12-31,20501000000,10-Q,2017.0,Q1,
American Express,stockholders_equity,2017-03-31,20935000000,10-Q,2017.0,Q1,CY2017Q1I
American Express,stockholders_equity,2017-06-30,21175000000,10-Q,2017.0,Q2,CY2017Q2I
American Express,stockholders_equity,2017-09-30,21085000000,10-Q,2017.0,Q3,CY2017Q3I
American Express,stockholders_equity,2017-12-31,18227000000,10-K,2017.0,FY,
American Express,stockholders_equity,2017-12-31,18261000000,10-Q,2018.0,Q1,
American Express,stockholders_equity,2018-03-31,19613000000,10-Q,2018.0,Q1,
American Express,stockholders_equity,2018-06-30,20892000000,10-Q,2018.0,Q2,
American Express,stockholders_equity,2018-09-30,21460000000,10-Q,2018.0,Q3,
American Express,stockholders_equity,2018-12-31,22290000000,10-K,2018.0,FY,
American Express,stockholders_equity,2018-12-31,22290000000,10-Q,2019.0,Q1,
American Express,stockholders_equity,2019-03-31,22218000000,10-Q,2019.0,Q1,
American Express,stockholders_equity,2019-06-30,23092000000,10-Q,2019.0,Q2,
American Express,stockholders_equity,2019-09-30,23025000000,10-Q,2019.0,Q3,
American Express,stockholders_equity,2019-12-31,23071000000,10-K,2019.0,FY,
American Express,stockholders_equity,2019-12-31,23071000000,10-Q,2020.0,Q1,
American Express,stockholders_equity,2020-03-31,21006000000,10-Q,2020.0,Q1,
American Express,stockholders_equity,2020-06-30,21062000000,10-Q,2020.0,Q2,
American Express,stockholders_equity,2020-09-30,21869000000,10-Q,2020.0,Q3,
American Express,stockholders_equity,2020-12-31,22984000000,10-K,2020.0,FY,
American Express,stockholders_equity,2020-12-31,22984000000,10-Q,2021.0,Q1,
American Express,stockholders_equity,2021-03-31,24449000000,10-Q,2021.0,Q1,
American Express,stockholders_equity,2021-06-30,25539000000,10-Q,2021.0,Q2,
American Express,stockholders_equity,2021-09-30,24426000000,10-Q,2021.0,Q3,
American Express,stockholders_equity,2021-12-31,22177000000,10-K,2021.0,FY,
American Express,stockholders_equity,2021-12-31,22177000000,10-Q,2022.0,Q1,
American Express,stockholders_equity,2022-03-31,22383000000,10-Q,2022.0,Q1,
American Express,stockholders_equity,2022-06-30,23235000000,10-Q,2022.0,Q2,
American Express,stockholders_equity,2022-09-30,23940000000,10-Q,2022.0,Q3,
American Express,stockholders_equity,2022-12-31,24711000000,10-K,2022.0,FY,
American Express,stockholders_equity,2022-12-31,24711000000,10-Q,2023.0,Q1,
American Express,stockholders_equity,2023-03-31,25992000000,10-Q,2023.0,Q1,
American Express,stockholders_equity,2023-06-30,26703000000,10-Q,2023.0,Q2,
American Express,stockholders_equity,2023-09-30,27324000000,10-Q,2023.0,Q3,
American Express,stockholders_equity,2023-12-31,28057000000,10-K,2023.0,FY,
American Express,stockholders_equity,2023-12-31,28057000000,10-Q,2024.0,Q1,
American Express,stockholders_equity,2024-03-31,28764000000,10-Q,2024.0,Q1,
American Express,stockholders_equity,2024-06-30,29540000000,10-Q,2024.0,Q2,
American Express,stockholders_equity,2024-09-30,29707000000,10-Q,2024.0,Q3,
American Express,stockholders_equity,2024-12-31,30264000000,10-K,2024.0,FY,
American Express,stockholders_equity,2024-12-31,30264000000,10-Q,2025.0,Q1,
American Express,stockholders_equity,2025-03-31,31202000000,10-Q,2025.0,Q1,
American Express,stockholders_equity,2025-06-30,32311000000,10-Q,2025.0,Q2,
American Express,stockholders_equity,2025-09-30,32417000000,10-Q,2025.0,Q3,CY2025Q3I
American Express,stockholders_equity,2025-12-31,33474000000,10-K,2025.0,FY,
American Express,stockholders_equity,2025-12-31,33474000000,10-Q,2026.0,Q1,CY2025Q4I
American Express,stockholders_equity,2026-03-31,33995000000,10-Q,2026.0,Q1,CY2026Q1I
Discover Financial,total_assets,2008-11-30,39892382000,10-Q,2009.0,Q3,
Discover Financial,total_assets,2008-11-30,39892382000,10-K,2009.0,FY,CY2008Q4I
Discover Financial,total_assets,2009-08-31,42698290000,10-Q,2009.0,Q3,CY2009Q3I
Discover Financial,total_assets,2009-11-30,46020987000,10-K,2009.0,FY,
Discover Financial,total_assets,2009-11-30,46020987000,10-Q,2010.0,Q1,
Discover Financial,total_assets,2010-02-28,66818951000,10-Q,2010.0,Q1,CY2010Q1I
Discover Financial,total_assets,2010-05-31,62153678000,10-Q,2010.0,Q2,CY2010Q2I
Discover Financial,total_assets,2010-08-31,60057553000,10-Q,2010.0,Q3,CY2010Q3I
Discover Financial,total_assets,2010-11-30,60784968000,10-K,2010.0,FY,
Discover Financial,total_assets,2010-11-30,60784968000,10-Q,2011.0,Q1,
Discover Financial,total_assets,2011-02-28,63506609000,10-Q,2011.0,Q1,CY2011Q1I
Discover Financial,total_assets,2011-05-31,63437533000,10-Q,2011.0,Q2,CY2011Q2I
Discover Financial,total_assets,2011-08-31,65725667000,10-Q,2011.0,Q3,CY2011Q3I
Discover Financial,total_assets,2011-11-30,68783937000,10-K,2011.0,FY,
Discover Financial,total_assets,2011-11-30,68783937000,10-Q,2012.0,Q1,
Discover Financial,total_assets,2011-12-31,69473000000,10-Q,2013.0,Q1,
Discover Financial,total_assets,2011-12-31,69473000000,10-K,2013.0,FY,CY2011Q4I
Discover Financial,total_assets,2012-02-29,70486018000,10-Q,2012.0,Q1,CY2012Q1I
Discover Financial,total_assets,2012-05-31,72083405000,10-Q,2012.0,Q2,CY2012Q2I
Discover Financial,total_assets,2012-08-31,73908664000,10-Q,2012.0,Q3,CY2012Q3I
Discover Financial,total_assets,2012-11-30,75283000000,10-K,2012.0,FY,
Discover Financial,total_assets,2012-11-30,75283000000,10-Q,2013.0,Q1,
Discover Financial,total_assets,2012-12-31,73491000000,10-Q,2013.0,Q1,
Discover Financial,total_assets,2012-12-31,73491000000,10-K,2013.0,FY,CY2012Q4I
Discover Financial,total_assets,2013-03-31,76139000000,10-Q,2013.0,Q1,CY2013Q1I
Discover Financial,total_assets,2013-06-30,74944000000,10-Q,2013.0,Q2,CY2013Q2I
Discover Financial,total_assets,2013-09-30,75544000000,10-Q,2013.0,Q3,CY2013Q3I
Discover Financial,total_assets,2013-12-31,79340000000,10-K,2013.0,FY,
Discover Financial,total_assets,2013-12-31,79340000000,10-Q,2014.0,Q1,
Discover Financial,total_assets,2014-03-31,79584000000,10-Q,2014.0,Q1,CY2014Q1I
Discover Financial,total_assets,2014-06-30,78937000000,10-Q,2014.0,Q2,CY2014Q2I
Discover Financial,total_assets,2014-09-30,80596000000,10-Q,2014.0,Q3,CY2014Q3I
Discover Financial,total_assets,2014-12-31,83126000000,10-K,2014.0,FY,
Discover Financial,total_assets,2014-12-31,83126000000,10-Q,2015.0,Q1,
Discover Financial,total_assets,2015-03-31,84178000000,10-Q,2015.0,Q1,CY2015Q1I
Discover Financial,total_assets,2015-06-30,84911000000,10-Q,2015.0,Q2,CY2015Q2I
Discover Financial,total_assets,2015-09-30,85611000000,10-Q,2015.0,Q3,CY2015Q3I
Discover Financial,total_assets,2015-12-31,86936000000,10-K,2015.0,FY,
Discover Financial,total_assets,2015-12-31,86799000000,10-Q,2016.0,Q1,
Discover Financial,total_assets,2016-03-31,88093000000,10-Q,2016.0,Q1,CY2016Q1I
Discover Financial,total_assets,2016-06-30,87511000000,10-Q,2016.0,Q2,CY2016Q2I
Discover Financial,total_assets,2016-09-30,90541000000,10-Q,2016.0,Q3,CY2016Q3I
Discover Financial,total_assets,2016-12-31,92308000000,10-K,2016.0,FY,
Discover Financial,total_assets,2016-12-31,92308000000,10-Q,2017.0,Q1,
Discover Financial,total_assets,2017-03-31,94795000000,10-Q,2017.0,Q1,CY2017Q1I
Discover Financial,total_assets,2017-06-30,93757000000,10-Q,2017.0,Q2,CY2017Q2I
Discover Financial,total_assets,2017-09-30,97608000000,10-Q,2017.0,Q3,CY2017Q3I
Discover Financial,total_assets,2017-12-31,100087000000,10-K,2017.0,FY,
Discover Financial,total_assets,2017-12-31,100087000000,10-Q,2018.0,Q1,
Discover Financial,total_assets,2018-03-31,101967000000,10-Q,2018.0,Q1,CY2018Q1I
Discover Financial,total_assets,2018-06-30,102751000000,10-Q,2018.0,Q2,CY2018Q2I
Discover Financial,total_assets,2018-09-30,105842000000,10-Q,2018.0,Q3,CY2018Q3I
Discover Financial,total_assets,2018-12-31,109553000000,10-K,2018.0,FY,
Discover Financial,total_assets,2018-12-31,109553000000,10-Q,2019.0,Q1,
Discover Financial,total_assets,2019-03-31,110720000000,10-Q,2019.0,Q1,CY2019Q1I
Discover Financial,total_assets,2019-06-30,110707000000,10-Q,2019.0,Q2,CY2019Q2I
Discover Financial,total_assets,2019-09-30,110786000000,10-Q,2019.0,Q3,CY2019Q3I
Discover Financial,total_assets,2019-12-31,113996000000,10-K,2019.0,FY,
Discover Financial,total_assets,2019-12-31,113996000000,10-Q,2020.0,Q1,
Discover Financial,total_assets,2020-03-31,112657000000,10-Q,2020.0,Q1,CY2020Q1I
Discover Financial,total_assets,2020-06-30,113792000000,10-Q,2020.0,Q2,CY2020Q2I
Discover Financial,total_assets,2020-09-30,124349000000,10-Q,2020.0,Q3,CY2020Q3I
Discover Financial,total_assets,2020-12-31,112889000000,10-K,2020.0,FY,
Discover Financial,total_assets,2020-12-31,112889000000,10-Q,2021.0,Q1,
Discover Financial,total_assets,2021-03-31,113871000000,10-Q,2021.0,Q1,CY2021Q1I
Discover Financial,total_assets,2021-06-30,110985000000,10-Q,2021.0,Q2,CY2021Q2I
Discover Financial,total_assets,2021-09-30,108544000000,10-Q,2021.0,Q3,CY2021Q3I
Discover Financial,total_assets,2021-12-31,110242000000,10-K,2021.0,FY,
Discover Financial,total_assets,2021-12-31,110242000000,10-Q,2022.0,Q1,
Discover Financial,total_assets,2022-03-31,107412000000,10-Q,2022.0,Q1,CY2022Q1I
Discover Financial,total_assets,2022-06-30,114600000000,10-Q,2022.0,Q2,CY2022Q2I
Discover Financial,total_assets,2022-09-30,121886000000,10-Q,2022.0,Q3,CY2022Q3I
Discover Financial,total_assets,2022-12-31,131628000000,10-K,2022.0,FY,
Discover Financial,total_assets,2022-12-31,131628000000,10-Q,2023.0,Q1,
Discover Financial,total_assets,2023-03-31,133061000000,10-Q,2023.0,Q1,
Discover Financial,total_assets,2023-06-30,138082000000,10-Q,2023.0,Q2,
Discover Financial,total_assets,2023-09-30,143432000000,10-Q,2023.0,Q3,
Discover Financial,total_assets,2023-12-31,151522000000,10-K,2023.0,FY,
Discover Financial,total_assets,2023-12-31,151522000000,10-Q,2024.0,Q1,
Discover Financial,total_assets,2024-03-31,152689000000,10-Q,2024.0,Q1,
Discover Financial,total_assets,2024-06-30,150867000000,10-Q,2024.0,Q2,
Discover Financial,total_assets,2024-09-30,151615000000,10-Q,2024.0,Q3,CY2024Q3I
Discover Financial,total_assets,2024-12-31,147640000000,10-K,2024.0,FY,
Discover Financial,total_assets,2024-12-31,147640000000,10-Q,2025.0,Q1,CY2024Q4I
Discover Financial,total_assets,2025-03-31,147914000000,10-Q,2025.0,Q1,CY2025Q1I
Discover Financial,net_income,2007-11-30,588630000,10-K,2009.0,FY,CY2007
Discover Financial,net_income,2008-08-31,495415000,10-Q,2009.0,Q3,
Discover Financial,net_income,2008-11-30,927750000,10-K,2009.0,FY,
Discover Financial,net_income,2009-02-28,120394000,10-Q,2010.0,Q1,
Discover Financial,net_income,2009-02-28,120394000,10-K,2010.0,FY,CY2009Q1
Discover Financial,net_income,2009-05-31,346194000,10-Q,2010.0,Q2,
Discover Financial,net_income,2009-05-31,225800000,10-K,2010.0,FY,CY2009Q2
Discover Financial,net_income,2009-08-31,923648000,10-Q,2009.0,Q3,
Discover Financial,net_income,2009-08-31,577454000,10-K,2010.0,FY,CY2009Q3
Discover Financial,net_income,2009-11-30,1276185000,10-K,2011.0,FY,CY2009
Discover Financial,net_income,2010-02-28,-103538000,10-K,2011.0,FY,CY2010Q1
Discover Financial,net_income,2010-02-28,-103538000,10-Q,2010.0,Q1,
Discover Financial,net_income,2010-05-31,154529000,10-Q,2010.0,Q2,
Discover Financial,net_income,2010-05-31,258067000,10-K,2010.0,FY,
Discover Financial,net_income,2010-08-31,415146000,10-Q,2010.0,Q3,
Discover Financial,net_income,2010-08-31,260617000,10-K,2010.0,FY,
Discover Financial,net_income,2010-11-30,764788000,10-K,2011.0,FY,
Discover Financial,net_income,2011-02-28,464892000,10-K,2011.0,FY,
Discover Financial,net_income,2011-02-28,464892000,10-Q,2011.0,Q1,
Discover Financial,net_income,2011-05-31,1065311000,10-Q,2011.0,Q2,
Discover Financial,net_income,2011-05-31,600419000,10-K,2011.0,FY,
Discover Financial,net_income,2011-08-31,1714129000,10-Q,2011.0,Q3,
Discover Financial,net_income,2011-08-31,648818000,10-K,2011.0,FY,
Discover Financial,net_income,2011-11-30,2226708000,10-K,2011.0,FY,
Discover Financial,net_income,2011-12-31,164000000,10-Q,2013.0,Q1,
Discover Financial,net_income,2011-12-31,164000000,10-K,2013.0,FY,
Discover Financial,net_income,2012-02-29,630000000,10-K,2012.0,FY,
Discover Financial,net_income,2012-02-29,631006000,10-Q,2012.0,Q1,
Discover Financial,net_income,2012-03-31,650000000,10-Q,2013.0,Q1,CY2012Q1
Discover Financial,net_income,2012-05-31,1167597000,10-Q,2012.0,Q2,
Discover Financial,net_income,2012-05-31,537000000,10-K,2012.0,FY,
Discover Financial,net_income,2012-06-30,1175000000,10-Q,2013.0,Q2,
Discover Financial,net_income,2012-08-31,1794283000,10-Q,2012.0,Q3,
Discover Financial,net_income,2012-08-31,627000000,10-K,2012.0,FY,
Discover Financial,net_income,2012-09-30,1812000000,10-Q,2013.0,Q3,
Discover Financial,net_income,2012-11-30,2345000000,10-K,2012.0,FY,
Discover Financial,net_income,2012-12-31,170000000,10-Q,2013.0,Q1,
Discover Financial,net_income,2012-12-31,170000000,10-K,2013.0,FY,
Discover Financial,net_income,2013-03-31,673000000,10-Q,2013.0,Q1,
Discover Financial,net_income,2013-03-31,673000000,10-K,2013.0,FY,
Discover Financial,net_income,2013-06-30,1275000000,10-Q,2013.0,Q2,
Discover Financial,net_income,2013-06-30,602000000,10-K,2013.0,FY,
Discover Financial,net_income,2013-09-30,1868000000,10-Q,2013.0,Q3,
Discover Financial,net_income,2013-09-30,593000000,10-K,2013.0,FY,
Discover Financial,net_income,2013-12-31,2470000000,10-K,2013.0,FY,
Discover Financial,net_income,2014-03-31,631000000,10-Q,2014.0,Q1,
Discover Financial,net_income,2014-03-31,631000000,10-K,2014.0,FY,
Discover Financial,net_income,2014-06-30,1275000000,10-Q,2014.0,Q2,
Discover Financial,net_income,2014-06-30,644000000,10-K,2014.0,FY,
Discover Financial,net_income,2014-09-30,1919000000,10-Q,2014.0,Q3,
Discover Financial,net_income,2014-09-30,644000000,10-K,2014.0,FY,
Discover Financial,net_income,2014-12-31,2323000000,10-K,2014.0,FY,
Discover Financial,net_income,2015-03-31,586000000,10-Q,2015.0,Q1,
Discover Financial,net_income,2015-03-31,586000000,10-K,2015.0,FY,
Discover Financial,net_income,2015-06-30,1185000000,10-Q,2015.0,Q2,
Discover Financial,net_income,2015-06-30,599000000,10-K,2015.0,FY,
Discover Financial,net_income,2015-09-30,1797000000,10-Q,2015.0,Q3,
Discover Financial,net_income,2015-09-30,612000000,10-K,2015.0,FY,
Discover Financial,net_income,2015-12-31,2297000000,10-K,2015.0,FY,
Discover Financial,net_income,2016-03-31,575000000,10-Q,2016.0,Q1,
Discover Financial,net_income,2016-03-31,575000000,10-K,2016.0,FY,
Discover Financial,net_income,2016-06-30,1191000000,10-Q,2016.0,Q2,
Discover Financial,net_income,2016-06-30,616000000,10-K,2016.0,FY,
Discover Financial,net_income,2016-09-30,1830000000,10-Q,2016.0,Q3,
Discover Financial,net_income,2016-09-30,639000000,10-K,2016.0,FY,
Discover Financial,net_income,2016-12-31,2393000000,10-K,2016.0,FY,
Discover Financial,net_income,2017-03-31,564000000,10-Q,2017.0,Q1,
Discover Financial,net_income,2017-03-31,564000000,10-K,2017.0,FY,
Discover Financial,net_income,2017-06-30,1110000000,10-Q,2017.0,Q2,
Discover Financial,net_income,2017-06-30,546000000,10-K,2017.0,FY,
Discover Financial,net_income,2017-09-30,1712000000,10-Q,2017.0,Q3,
Discover Financial,net_income,2017-09-30,602000000,10-K,2017.0,FY,
Discover Financial,net_income,2017-12-31,2099000000,10-K,2017.0,FY,
Discover Financial,net_income,2018-03-31,666000000,10-Q,2018.0,Q1,
Discover Financial,net_income,2018-03-31,666000000,10-K,2018.0,FY,
Discover Financial,net_income,2018-06-30,1335000000,10-Q,2018.0,Q2,
Discover Financial,net_income,2018-06-30,669000000,10-K,2018.0,FY,
Discover Financial,net_income,2018-09-30,2055000000,10-Q,2018.0,Q3,
Discover Financial,net_income,2018-09-30,720000000,10-K,2018.0,FY,
Discover Financial,net_income,2018-12-31,2742000000,10-K,2018.0,FY,
Discover Financial,net_income,2019-03-31,726000000,10-Q,2019.0,Q1,
Discover Financial,net_income,2019-03-31,726000000,10-K,2019.0,FY,
Discover Financial,net_income,2019-06-30,1479000000,10-Q,2019.0,Q2,
Discover Financial,net_income,2019-06-30,753000000,10-K,2019.0,FY,
Discover Financial,net_income,2019-09-30,2249000000,10-Q,2019.0,Q3,
Discover Financial,net_income,2019-09-30,770000000,10-K,2019.0,FY,
Discover Financial,net_income,2019-12-31,2957000000,10-K,2019.0,FY,
Discover Financial,net_income,2020-03-31,-61000000,10-Q,2020.0,Q1,
Discover Financial,net_income,2020-03-31,-61000000,10-K,2020.0,FY,
Discover Financial,net_income,2020-06-30,-429000000,10-Q,2020.0,Q2,
Discover Financial,net_income,2020-06-30,-368000000,10-K,2020.0,FY,
Discover Financial,net_income,2020-09-30,342000000,10-Q,2020.0,Q3,
Discover Financial,net_income,2020-09-30,771000000,10-K,2020.0,FY,
Discover Financial,net_income,2020-12-31,1141000000,10-K,2020.0,FY,
Discover Financial,net_income,2021-03-31,1593000000,10-Q,2021.0,Q1,
Discover Financial,net_income,2021-06-30,3291000000,10-Q,2021.0,Q2,
Discover Financial,net_income,2021-09-30,4382000000,10-Q,2021.0,Q3,
Discover Financial,net_income,2021-12-31,5449000000,10-K,2021.0,FY,
Discover Financial,net_income,2022-03-31,1242000000,10-Q,2022.0,Q1,
Discover Financial,net_income,2022-06-30,2353000000,10-Q,2022.0,Q2,
Discover Financial,net_income,2022-09-30,3359000000,10-Q,2022.0,Q3,
Discover Financial,net_income,2022-12-31,4392000000,10-K,2022.0,FY,
Discover Financial,net_income,2023-03-31,976000000,10-Q,2023.0,Q1,
Discover Financial,net_income,2023-06-30,1869000000,10-Q,2023.0,Q2,
Discover Financial,net_income,2023-09-30,2552000000,10-Q,2023.0,Q3,
Discover Financial,net_income,2023-12-31,2940000000,10-K,2023.0,FY,
Discover Financial,net_income,2024-03-31,308000000,10-Q,2024.0,Q1,
Discover Financial,net_income,2024-06-30,1838000000,10-Q,2024.0,Q2,
Discover Financial,net_income,2024-09-30,3244000000,10-Q,2024.0,Q3,
Discover Financial,net_income,2024-12-31,4535000000,10-K,2024.0,FY,CY2024
Discover Financial,net_income,2025-03-31,1104000000,10-Q,2025.0,Q1,CY2025Q1
Discover Financial,total_revenue,2007-11-30,2584402000,10-K,2009.0,FY,CY2007
Discover Financial,total_revenue,2008-08-31,1956557000,10-Q,2009.0,Q3,
Discover Financial,total_revenue,2008-11-30,2692563000,10-K,2009.0,FY,
Discover Financial,total_revenue,2009-02-28,815793000,10-Q,2010.0,Q1,
Discover Financial,total_revenue,2009-02-28,815793000,10-K,2010.0,FY,CY2009Q1
Discover Financial,total_revenue,2009-05-31,1673777000,10-Q,2010.0,Q2,
Discover Financial,total_revenue,2009-05-31,857984000,10-K,2010.0,FY,CY2009Q2
Discover Financial,total_revenue,2009-08-31,2506994000,10-Q,2009.0,Q3,
Discover Financial,total_revenue,2009-08-31,833217000,10-K,2010.0,FY,CY2009Q3
Discover Financial,total_revenue,2009-11-30,3145080000,10-K,2011.0,FY,CY2009
Discover Financial,total_revenue,2010-02-28,1559150000,10-K,2011.0,FY,CY2010Q1
Discover Financial,total_revenue,2010-02-28,1559150000,10-Q,2010.0,Q1,
Discover Financial,total_revenue,2010-05-31,3110932000,10-Q,2010.0,Q2,
Discover Financial,total_revenue,2010-05-31,1551782000,10-K,2010.0,FY,
Discover Financial,total_revenue,2010-08-31,4646871000,10-Q,2010.0,Q3,
Discover Financial,total_revenue,2010-08-31,1535939000,10-K,2010.0,FY,
Discover Financial,total_revenue,2010-11-30,6146218000,10-K,2011.0,FY,
Discover Financial,total_revenue,2011-02-28,1552964000,10-K,2011.0,FY,
Discover Financial,total_revenue,2011-02-28,1552964000,10-Q,2011.0,Q1,
Discover Financial,total_revenue,2011-05-31,3126242000,10-Q,2011.0,Q2,
Discover Financial,total_revenue,2011-05-31,1573278000,10-K,2011.0,FY,
Discover Financial,total_revenue,2011-08-31,4725334000,10-Q,2011.0,Q3,
Discover Financial,total_revenue,2011-08-31,1599092000,10-K,2011.0,FY,
Discover Financial,total_revenue,2011-11-30,6345139000,10-K,2011.0,FY,
Discover Financial,total_revenue,2012-02-29,1646000000,10-K,2012.0,FY,
Discover Financial,total_revenue,2012-02-29,1646559000,10-Q,2012.0,Q1,
Discover Financial,total_revenue,2012-03-31,1641000000,10-Q,2013.0,Q1,CY2012Q1
Discover Financial,total_revenue,2012-05-31,3302177000,10-Q,2012.0,Q2,
Discover Financial,total_revenue,2012-05-31,1656000000,10-K,2012.0,FY,
Discover Financial,total_revenue,2012-06-30,3287000000,10-Q,2013.0,Q2,
Discover Financial,total_revenue,2012-08-31,4997146000,10-Q,2012.0,Q3,
Discover Financial,total_revenue,2012-08-31,1695000000,10-K,2012.0,FY,
Discover Financial,total_revenue,2012-09-30,4995000000,10-Q,2013.0,Q3,
Discover Financial,total_revenue,2012-11-30,6703000000,10-K,2012.0,FY,
Discover Financial,total_revenue,2012-12-31,595000000,10-Q,2013.0,Q1,
Discover Financial,total_revenue,2012-12-31,595000000,10-K,2013.0,FY,
Discover Financial,total_revenue,2013-03-31,1708000000,10-Q,2013.0,Q1,
Discover Financial,total_revenue,2013-03-31,1708000000,10-K,2013.0,FY,
Discover Financial,total_revenue,2013-06-30,3435000000,10-Q,2013.0,Q2,
Discover Financial,total_revenue,2013-06-30,1727000000,10-K,2013.0,FY,
Discover Financial,total_revenue,2013-09-30,5222000000,10-Q,2013.0,Q3,
Discover Financial,total_revenue,2013-09-30,1787000000,10-K,2013.0,FY,
Discover Financial,total_revenue,2013-12-31,7064000000,10-K,2013.0,FY,
Discover Financial,total_revenue,2014-03-31,1833000000,10-Q,2014.0,Q1,
Discover Financial,total_revenue,2014-03-31,1833000000,10-K,2014.0,FY,
Discover Financial,total_revenue,2014-06-30,3696000000,10-Q,2014.0,Q2,
Discover Financial,total_revenue,2014-06-30,1863000000,10-K,2014.0,FY,
Discover Financial,total_revenue,2014-09-30,5622000000,10-Q,2014.0,Q3,
Discover Financial,total_revenue,2014-09-30,1926000000,10-K,2014.0,FY,
Discover Financial,total_revenue,2014-12-31,7596000000,10-K,2014.0,FY,
Discover Financial,total_revenue,2015-03-31,1929000000,10-Q,2015.0,Q1,
Discover Financial,total_revenue,2015-03-31,1929000000,10-K,2015.0,FY,
Discover Financial,total_revenue,2015-06-30,3876000000,10-Q,2015.0,Q2,
Discover Financial,total_revenue,2015-06-30,1947000000,10-K,2015.0,FY,
Discover Financial,total_revenue,2015-09-30,5884000000,10-Q,2015.0,Q3,
Discover Financial,total_revenue,2015-09-30,2008000000,10-K,2015.0,FY,
Discover Financial,total_revenue,2015-12-31,7945000000,10-K,2015.0,FY,
Discover Financial,total_revenue,2016-03-31,2084000000,10-Q,2016.0,Q1,
Discover Financial,total_revenue,2016-03-31,2084000000,10-K,2016.0,FY,
Discover Financial,total_revenue,2016-06-30,4174000000,10-Q,2016.0,Q2,
Discover Financial,total_revenue,2016-06-30,2090000000,10-K,2016.0,FY,
Discover Financial,total_revenue,2016-09-30,6358000000,10-Q,2016.0,Q3,
Discover Financial,total_revenue,2016-09-30,2184000000,10-K,2016.0,FY,
Discover Financial,total_revenue,2016-12-31,8616000000,10-K,2016.0,FY,
Discover Financial,total_revenue,2017-03-31,2278000000,10-Q,2017.0,Q1,
Discover Financial,total_revenue,2017-03-31,2278000000,10-K,2017.0,FY,
Discover Financial,total_revenue,2017-06-30,4616000000,10-Q,2017.0,Q2,
Discover Financial,total_revenue,2017-06-30,2338000000,10-K,2017.0,FY,
Discover Financial,total_revenue,2017-09-30,7092000000,10-Q,2017.0,Q3,
Discover Financial,total_revenue,2017-09-30,2476000000,10-K,2017.0,FY,
Discover Financial,total_revenue,2017-12-31,9648000000,10-K,2017.0,FY,
Discover Financial,total_revenue,2018-03-31,2569000000,10-Q,2018.0,Q1,
Discover Financial,total_revenue,2018-03-31,2569000000,10-K,2018.0,FY,
Discover Financial,total_revenue,2018-06-30,5205000000,10-Q,2018.0,Q2,
Discover Financial,total_revenue,2018-06-30,2636000000,10-K,2018.0,FY,
Discover Financial,total_revenue,2018-09-30,7986000000,10-Q,2018.0,Q3,
Discover Financial,total_revenue,2018-09-30,2781000000,10-K,2018.0,FY,
Discover Financial,total_revenue,2018-12-31,10893000000,10-K,2018.0,FY,
Discover Financial,total_revenue,2019-03-31,2937000000,10-Q,2019.0,Q1,
Discover Financial,total_revenue,2019-03-31,2937000000,10-K,2019.0,FY,
Discover Financial,total_revenue,2019-06-30,5914000000,10-Q,2019.0,Q2,
Discover Financial,total_revenue,2019-06-30,2977000000,10-K,2019.0,FY,
Discover Financial,total_revenue,2019-09-30,8954000000,10-Q,2019.0,Q3,
Discover Financial,total_revenue,2019-09-30,3040000000,10-K,2019.0,FY,
